Date,Open,High,Low,Close,Adj Close,Volume
2009-10-27,473.855011,507.108002,457.229004,473.855011,449.537445,218548705
2009-10-28,457.229004,473.855011,432.289001,457.229004,433.764648,130349744
2009-10-29,423.976013,440.601990,407.348999,423.976013,402.218170,80922023
2009-10-30,440.601990,448.915009,415.662994,440.601990,417.990906,60252008
2009-11-02,440.601990,440.601990,423.976013,440.601990,417.990906,16289057
2009-11-03,448.915009,465.541992,432.289001,448.915009,425.877319,141483176
2009-11-04,440.601990,457.229004,440.601990,440.601990,417.990906,55997354
2009-11-05,432.289001,440.601990,423.976013,432.289001,410.104523,30476649
2009-11-06,423.976013,440.601990,415.662994,423.976013,402.218170,66330257
2009-11-09,423.976013,432.289001,415.662994,423.976013,402.218170,39513428
2009-11-10,423.976013,432.289001,415.662994,423.976013,402.218170,39817761
2009-11-11,432.289001,432.289001,415.662994,432.289001,410.104523,28080474
2009-11-12,423.976013,440.601990,415.662994,423.976013,402.218170,80670617
2009-11-13,423.976013,423.976013,415.662994,423.976013,402.218170,27386402
2009-11-16,411.506012,415.662994,411.506012,411.506012,390.388123,32041019
2009-11-17,415.662994,415.662994,407.348999,415.662994,394.331757,49247888
2009-11-18,411.506012,415.662994,407.348999,411.506012,390.388123,21655791
2009-11-19,411.506012,415.662994,407.348999,411.506012,390.388123,18158963
2009-11-20,407.348999,440.601990,407.348999,440.601990,417.990906,52733288
2009-11-23,440.601990,440.601990,432.289001,440.601990,417.990906,23653806
2009-11-24,432.289001,440.601990,423.976013,432.289001,410.104523,20103450
2009-11-25,432.289001,432.289001,423.976013,432.289001,410.104523,19019036
2009-11-26,415.662994,432.289001,411.506012,415.662994,394.331757,36884492
2009-11-30,415.662994,415.662994,411.506012,415.662994,394.331757,14610411
2009-12-01,423.976013,423.976013,407.348999,423.976013,402.218170,45632575
2009-12-02,423.976013,423.976013,415.662994,423.976013,402.218170,34740926
2009-12-03,415.662994,432.289001,415.662994,432.289001,410.104523,26975010
2009-12-04,423.976013,432.289001,415.662994,432.289001,410.104523,47045380
2009-12-07,432.289001,432.289001,415.662994,432.289001,410.104523,17011398
2009-12-08,423.976013,432.289001,423.976013,432.289001,410.104523,13932578
2009-12-09,423.976013,423.976013,415.662994,423.976013,402.218170,20481761
2009-12-10,423.976013,423.976013,415.662994,423.976013,402.218170,9624395
2009-12-11,432.289001,432.289001,423.976013,432.289001,410.104523,31541816
2009-12-14,440.601990,440.601990,423.976013,440.601990,417.990906,28979641
2009-12-15,440.601990,440.601990,423.976013,440.601990,417.990906,35926984
2009-12-16,440.601990,440.601990,423.976013,440.601990,417.990906,30021953
2009-12-17,432.289001,440.601990,423.976013,432.289001,410.104523,19735964
2009-12-21,415.662994,423.976013,415.662994,415.662994,394.331757,14211049
2009-12-22,432.289001,432.289001,423.976013,432.289001,410.104523,13758759
2009-12-23,423.976013,432.289001,423.976013,423.976013,402.218170,9309837
2009-12-28,423.976013,432.289001,423.976013,432.289001,410.104523,17236340
2009-12-29,432.289001,432.289001,423.976013,432.289001,410.104523,12169729
2009-12-30,432.289001,432.289001,423.976013,432.289001,410.104523,9429525
2010-01-04,423.976013,432.289001,415.662994,423.976013,402.218170,19751000
2010-01-05,423.976013,423.976013,415.662994,423.976013,402.218170,19624696
2010-01-06,440.601990,440.601990,415.662994,440.601990,417.990906,54684390
2010-01-07,457.229004,465.541992,440.601990,457.229004,433.764648,100185248
2010-01-08,457.229004,465.541992,448.915009,457.229004,433.764648,16758789
2010-01-11,473.855011,482.167999,457.229004,473.855011,449.537445,62742009
2010-01-12,473.855011,473.855011,457.229004,473.855011,449.537445,13519983
2010-01-13,465.541992,465.541992,457.229004,465.541992,441.651062,19400957
2010-01-14,482.167999,490.481995,465.541992,482.167999,457.423798,42967552
2010-01-15,482.167999,482.167999,465.541992,482.167999,457.423798,11144258
2010-01-18,482.167999,482.167999,465.541992,465.541992,441.651062,11572490
2010-01-19,473.855011,473.855011,465.541992,473.855011,449.537445,11920128
2010-01-20,473.855011,482.167999,465.541992,473.855011,449.537445,15644303
2010-01-21,473.855011,473.855011,465.541992,473.855011,449.537445,15587165
2010-01-22,448.915009,457.229004,448.915009,448.915009,425.877319,14003549
2010-01-25,465.541992,465.541992,448.915009,465.541992,441.651062,9454185
2010-01-26,465.541992,465.541992,448.915009,457.229004,433.764648,10997504
2010-01-27,465.541992,473.855011,448.915009,465.541992,441.651062,23830031
2010-01-28,465.541992,473.855011,457.229004,465.541992,441.651062,25660241
2010-01-29,465.541992,465.541992,448.915009,465.541992,441.651062,8625387
2010-02-01,465.541992,465.541992,448.915009,465.541992,441.651062,16702854
2010-02-02,465.541992,473.855011,465.541992,465.541992,441.651062,28282561
2010-02-03,490.481995,498.795013,465.541992,490.481995,465.311157,51790215
2010-02-04,482.167999,498.795013,482.167999,482.167999,457.423798,25330046
2010-02-05,465.541992,473.855011,457.229004,465.541992,441.651062,15276216
2010-02-08,465.541992,465.541992,448.915009,465.541992,441.651062,17461883
2010-02-09,473.855011,482.167999,448.915009,473.855011,449.537445,20808950
2010-02-10,473.855011,490.481995,473.855011,473.855011,449.537445,17675999
2010-02-11,490.481995,490.481995,465.541992,490.481995,465.311157,25617539
2010-02-12,490.481995,498.795013,482.167999,490.481995,465.311157,17909362
2010-02-15,482.167999,482.167999,473.855011,482.167999,457.423798,6190118
2010-02-16,482.167999,482.167999,473.855011,482.167999,457.423798,4405618
2010-02-17,482.167999,482.167999,473.855011,482.167999,457.423798,8032960
2010-02-18,473.855011,482.167999,473.855011,473.855011,449.537445,8677713
2010-02-19,473.855011,482.167999,465.541992,473.855011,449.537445,21667820
2010-02-22,482.167999,482.167999,473.855011,482.167999,457.423798,8764322
2010-02-23,473.855011,498.795013,473.855011,498.795013,473.197571,32419331
2010-02-24,490.481995,565.301025,490.481995,548.674011,520.516846,121649176
2010-02-25,532.047974,565.301025,523.734985,532.047974,504.744049,48522540
2010-03-01,465.541992,548.674011,465.541992,548.674011,520.516846,19305326
2010-03-02,548.674011,590.241028,540.361023,590.241028,559.950745,96293268
2010-03-03,581.927002,598.554016,565.301025,581.927002,552.063354,19008811
2010-03-04,573.614014,581.927002,565.301025,573.614014,544.176941,19939254
2010-03-05,573.614014,573.614014,565.301025,573.614014,544.176941,13068295
2010-03-08,598.554016,598.554016,573.614014,598.554016,567.837097,40304334
2010-03-09,590.241028,606.867004,581.927002,590.241028,559.950745,9608757
2010-03-10,590.241028,598.554016,581.927002,590.241028,559.950745,13682976
2010-03-11,598.554016,598.554016,581.927002,598.554016,567.837097,13982498
2010-03-12,598.554016,598.554016,590.241028,598.554016,567.837097,11309055
2010-03-15,598.554016,606.867004,581.927002,598.554016,567.837097,20009623
2010-03-17,598.554016,640.119995,590.241028,640.119995,607.269897,46101104
2010-03-18,623.494019,640.119995,606.867004,623.494019,591.497192,12433766
2010-03-19,623.494019,673.372986,615.179993,665.059998,630.930054,68509910
2010-03-22,640.119995,656.747009,631.807007,640.119995,607.269897,19408775
2010-03-23,640.119995,656.747009,631.807007,640.119995,607.269897,12761555
2010-03-24,640.119995,656.747009,631.807007,640.119995,607.269897,19966921
2010-03-25,640.119995,648.432983,623.494019,640.119995,607.269897,12565483
2010-03-26,631.807007,640.119995,623.494019,631.807007,599.383606,7735242
2010-03-29,631.807007,640.119995,623.494019,631.807007,599.383606,6137191
2010-03-30,631.807007,640.119995,623.494019,631.807007,599.383606,21087421
2010-03-31,615.179993,631.807007,606.867004,615.179993,583.609802,15370643
2010-04-01,623.494019,631.807007,615.179993,623.494019,591.497192,30606562
2010-04-05,623.494019,631.807007,615.179993,623.494019,591.497192,12729077
2010-04-06,623.494019,631.807007,615.179993,623.494019,591.497192,14342766
2010-04-07,623.494019,648.432983,623.494019,623.494019,591.497192,23518480
2010-04-08,615.179993,631.807007,615.179993,615.179993,583.609802,16938622
2010-04-09,623.494019,648.432983,623.494019,623.494019,591.497192,43938893
2010-04-12,623.494019,640.119995,623.494019,623.494019,591.497192,14618832
2010-04-13,623.494019,631.807007,615.179993,623.494019,591.497192,15499354
2010-04-14,631.807007,648.432983,623.494019,631.807007,599.383606,37098608
2010-04-15,631.807007,640.119995,623.494019,631.807007,599.383606,17702463
2010-04-16,623.494019,631.807007,615.179993,623.494019,591.497192,12391664
2010-04-19,606.867004,615.179993,598.554016,606.867004,575.723450,14847382
2010-04-20,615.179993,615.179993,606.867004,615.179993,583.609802,14103389
2010-04-21,598.554016,623.494019,598.554016,598.554016,567.837097,22183262
2010-04-22,615.179993,615.179993,598.554016,615.179993,583.609802,12775389
2010-04-23,615.179993,615.179993,606.867004,615.179993,583.609802,11716236
2010-04-26,606.867004,615.179993,606.867004,606.867004,575.723450,7629988
2010-04-27,606.867004,615.179993,598.554016,606.867004,575.723450,9336301
2010-04-28,606.867004,606.867004,590.241028,606.867004,575.723450,7769525
2010-04-29,590.241028,606.867004,590.241028,590.241028,559.950745,12400686
2010-04-30,606.867004,606.867004,598.554016,606.867004,575.723450,10025562
2010-05-03,598.554016,598.554016,590.241028,598.554016,567.837097,5565212
2010-05-04,581.927002,598.554016,573.614014,581.927002,552.063354,25785944
2010-05-05,573.614014,581.927002,515.421997,523.734985,496.857635,20591225
2010-05-06,532.047974,565.301025,498.795013,532.047974,504.744049,42524284
2010-05-07,507.108002,523.734985,498.795013,507.108002,481.083923,41142153
2010-05-10,523.734985,540.361023,515.421997,532.047974,504.744049,49016330
2010-05-11,548.674011,548.674011,523.734985,532.047974,504.744049,17033050
2010-05-12,532.047974,540.361023,523.734985,532.047974,504.744049,27838090
2010-05-14,540.361023,540.361023,523.734985,540.361023,512.630371,5917060
2010-05-17,523.734985,532.047974,507.108002,523.734985,496.857635,27625778
2010-05-18,540.361023,540.361023,532.047974,540.361023,512.630371,8123778
2010-05-19,532.047974,532.047974,498.795013,498.795013,473.197571,43502241
2010-05-20,507.108002,515.421997,490.481995,507.108002,481.083923,21922233
2010-05-21,498.795013,507.108002,482.167999,498.795013,473.197571,17241151
2010-05-24,515.421997,523.734985,498.795013,515.421997,488.971283,13160918
2010-05-25,498.795013,507.108002,482.167999,498.795013,473.197571,47154242
2010-05-26,507.108002,540.361023,507.108002,540.361023,512.630371,18338797
2010-05-27,540.361023,540.361023,523.734985,540.361023,512.630371,12229874
2010-05-31,556.987976,556.987976,540.361023,556.987976,528.404114,19145942
2010-06-01,573.614014,590.241028,556.987976,573.614014,544.176941,57402340
2010-06-02,581.927002,590.241028,573.614014,581.927002,552.063354,28968214
2010-06-03,581.927002,590.241028,573.614014,581.927002,552.063354,9803025
2010-06-04,590.241028,590.241028,573.614014,590.241028,559.950745,14392085
2010-06-07,573.614014,573.614014,548.674011,573.614014,544.176941,6711575
2010-06-08,556.987976,573.614014,556.987976,556.987976,528.404114,14969477
2010-06-09,556.987976,573.614014,548.674011,556.987976,528.404114,11853367
2010-06-10,573.614014,573.614014,565.301025,573.614014,544.176941,12145671
2010-06-11,581.927002,581.927002,573.614014,581.927002,552.063354,8566445
2010-06-14,590.241028,590.241028,573.614014,590.241028,559.950745,8166481
2010-06-15,581.927002,590.241028,573.614014,581.927002,552.063354,10694374
2010-06-16,581.927002,590.241028,573.614014,581.927002,552.063354,12400686
2010-06-17,573.614014,581.927002,573.614014,573.614014,544.176941,4596277
2010-06-18,573.614014,573.614014,565.301025,573.614014,544.176941,1183051
2010-06-21,565.301025,581.927002,548.674011,565.301025,536.290588,16985535
2010-06-22,565.301025,581.927002,556.987976,565.301025,536.290588,11789613
2010-06-23,565.301025,573.614014,556.987976,565.301025,536.290588,8146633
2010-06-24,581.927002,598.554016,565.301025,581.927002,552.063354,63282111
2010-06-25,565.301025,573.614014,556.987976,565.301025,536.290588,10839323
2010-06-28,573.614014,581.927002,565.301025,573.614014,544.176941,25111720
2010-06-29,565.301025,581.927002,548.674011,565.301025,536.290588,16920579
2010-06-30,548.674011,581.927002,548.674011,581.927002,552.063354,23036719
2010-07-01,565.301025,573.614014,556.987976,565.301025,536.290588,8896641
2010-07-02,565.301025,573.614014,556.987976,565.301025,536.290588,5332451
2010-07-05,556.987976,565.301025,548.674011,556.987976,528.404114,8156858
2010-07-06,556.987976,565.301025,548.674011,556.987976,528.404114,8346916
2010-07-07,556.987976,556.987976,548.674011,556.987976,528.404114,3288124
