Date,Open,High,Low,Close,Adj Close,Volume
2001-07-13,21.353500,26.024599,21.353500,26.024599,1.644576,279560309
2001-07-16,26.691900,30.028400,24.022699,29.361099,1.855420,199086502
2001-07-17,30.028400,32.697601,28.693800,28.693800,1.813251,75790740
2001-07-18,29.361099,29.361099,26.024599,26.024599,1.644576,30009087
2001-07-19,26.691900,26.691900,25.357300,26.691900,1.686744,73730191
2001-07-20,26.024599,26.691900,25.357300,26.691900,1.686744,47092912
2001-07-23,30.028400,33.364899,30.028400,31.363001,1.981926,125393776
2001-07-24,31.363001,31.363001,30.695700,30.695700,1.939757,31732455
2001-07-25,30.695700,30.695700,30.028400,30.028400,1.897588,13861875
2001-07-26,29.361099,29.361099,28.026501,28.026501,1.771082,3184485
2001-07-27,28.026501,28.026501,26.691900,26.691900,1.686744,10227816
2001-07-30,26.024599,26.024599,25.357300,26.024599,1.644576,6930938
2001-07-31,25.357300,26.024599,25.357300,26.024599,1.644576,5432357
2001-08-01,26.024599,26.024599,25.357300,25.357300,1.602407,10077958
2001-08-02,25.357300,25.357300,25.357300,25.357300,1.602407,4196027
2001-08-03,25.357300,25.357300,25.357300,25.357300,1.602407,6181647
2001-08-06,25.357300,25.357300,24.690001,24.690001,1.560238,3109556
2001-08-07,27.359200,27.359200,26.024599,26.691900,1.686744,19706342
2001-08-08,26.691900,26.691900,26.691900,26.691900,1.686744,374645
2001-08-09,26.024599,26.024599,25.357300,25.357300,1.602407,4645601
2001-08-10,25.357300,26.024599,25.357300,25.357300,1.602407,2172943
2001-08-13,26.024599,26.024599,26.024599,26.024599,1.644576,18470012
2001-08-14,26.024599,26.024599,24.022699,24.022699,1.518069,20043523
2001-08-15,24.690001,24.690001,24.022699,24.022699,1.518069,262252
2001-08-16,24.022699,24.690001,24.022699,24.690001,1.560238,2023085
2001-08-17,null,null,null,null,null,null
2001-08-20,24.022699,24.022699,24.022699,24.022699,1.518069,2472659
2001-08-21,24.022699,24.022699,24.022699,24.022699,1.518069,74929
2001-08-22,24.022699,24.022699,24.022699,24.022699,1.518069,23228007
2001-08-23,23.355400,23.355400,23.355400,23.355400,1.475901,1273794
2001-08-24,23.355400,23.355400,23.355400,23.355400,1.475901,749291
2001-08-27,24.022699,24.022699,24.022699,24.022699,1.518069,2435194
2001-08-28,24.022699,24.022699,23.355400,23.355400,1.475901,1348723
2001-08-29,23.355400,23.355400,23.355400,23.355400,1.475901,9703313
2001-08-30,23.355400,24.022699,23.355400,24.022699,1.518069,1123936
2001-08-31,24.022699,30.695700,24.022699,30.695700,1.939757,6069254
2001-09-03,27.359200,29.361099,26.691900,26.691900,1.686744,1049007
2001-09-04,26.691900,26.691900,24.690001,24.690001,1.560238,3259414
2001-09-05,24.690001,25.357300,24.690001,25.357300,1.602407,561968
2001-09-06,26.024599,26.691900,26.024599,26.024599,1.644576,1311258
2001-09-07,26.024599,26.024599,26.024599,26.024599,1.644576,674362
2001-09-10,26.024599,26.024599,26.024599,26.024599,1.644576,74929
2001-09-11,25.357300,25.357300,25.357300,25.357300,1.602407,224787
2001-09-12,24.690001,24.690001,24.022699,24.022699,1.518069,599432
2001-09-13,25.357300,25.357300,24.022699,24.022699,1.518069,0
2001-09-14,25.357300,25.357300,23.355400,23.355400,1.475901,0
2001-09-17,26.024599,26.024599,20.018900,20.018900,1.265057,0
2001-09-18,25.357300,25.357300,22.688101,22.688101,1.433732,0
2001-09-19,25.357300,25.357300,23.355400,23.355400,1.475901,0
2001-09-20,24.022699,24.022699,8.674870,8.674870,0.548192,0
2001-09-21,26.024599,26.024599,14.680500,14.680500,0.927707,0
2001-09-24,null,null,null,null,null,null
2001-09-25,25.357300,25.357300,18.017000,18.017000,3.077892,0
2001-09-26,18.017000,24.022699,18.017000,24.022699,4.103861,112394
2001-09-27,24.022699,24.022699,21.353500,21.353500,3.647875,0
2001-09-28,null,null,null,null,null,null
2001-10-01,24.022699,24.022699,24.022699,24.022699,4.103861,187323
2001-10-02,22.688101,22.688101,22.020800,22.020800,3.761871,0
2001-10-03,24.022699,24.022699,21.353500,21.353500,3.647875,0
2001-10-04,21.353500,21.353500,13.346000,13.346000,2.279932,0
2001-10-05,21.353500,24.690001,21.353500,24.690001,4.217858,1573510
2001-10-08,24.022699,24.022699,14.013300,14.013300,2.393929,0
2001-10-09,24.022699,24.022699,20.018900,20.018900,3.419882,0
2001-10-10,20.018900,24.022699,20.018900,24.022699,4.103861,74929
2001-10-11,21.353500,21.353500,21.353500,21.353500,3.647875,74929
2001-10-12,21.353500,21.353500,21.353500,21.353500,3.647875,74929
2001-10-15,null,null,null,null,null,null
2001-10-16,24.022699,24.022699,20.018900,20.018900,3.419882,0
2001-10-17,24.022699,24.022699,12.678700,12.678700,2.165936,0
2001-10-18,24.022699,24.022699,20.018900,20.018900,3.419882,0
2001-10-19,24.022699,24.022699,20.018900,20.018900,3.419882,0
2001-10-22,23.355400,23.355400,20.018900,20.018900,3.419882,0
2001-10-23,24.022699,24.022699,20.018900,20.018900,3.419882,0
2001-10-24,20.686199,20.686199,20.686199,20.686199,3.533878,37465
2001-10-25,21.353500,21.353500,20.018900,20.018900,3.419882,0
2001-10-26,null,null,null,null,null,null
2001-10-29,20.018900,20.018900,20.018900,20.018900,3.419882,262252
2001-10-30,20.018900,20.018900,18.684299,20.018900,3.419882,412110
2001-10-31,22.020800,22.020800,22.020800,22.020800,3.761871,37465
2001-11-01,18.684299,18.684299,18.684299,18.684299,3.191888,37465
2001-11-02,18.684299,20.686199,18.684299,18.684299,3.191888,299716
2001-11-05,21.353500,22.688101,21.353500,22.688101,3.875868,1123936
2001-11-06,21.353500,21.353500,14.680500,14.680500,2.507909,0
2001-11-07,20.018900,20.018900,14.013300,14.013300,2.393929,0
2001-11-08,null,null,null,null,null,null
2001-11-09,null,null,null,null,null,null
2001-11-12,15.347800,19.351601,15.347800,19.351601,3.305885,149858
2001-11-13,19.351601,19.351601,13.346000,13.346000,2.279932,0
2001-11-14,19.351601,19.351601,14.013300,14.013300,2.393929,0
2001-11-15,19.351601,22.688101,19.351601,22.688101,3.875868,524503
2001-11-16,21.353500,21.353500,13.346000,13.346000,2.279932,0
2001-11-19,16.015200,20.018900,16.015200,20.018900,3.419882,187323
2001-11-20,21.353500,21.353500,16.015200,16.015200,2.735919,0
2001-11-21,16.015200,16.015200,16.015200,16.015200,2.735919,112394
2001-11-22,19.351601,20.018900,19.351601,20.018900,3.419882,187323
2001-11-23,17.349701,19.351601,17.349701,19.351601,3.305885,149858
2001-11-26,18.684299,18.684299,15.347800,15.347800,2.621905,0
2001-11-27,19.351601,19.351601,16.015200,16.015200,2.735919,0
2001-11-28,18.684299,18.684299,15.347800,15.347800,2.621905,0
2001-11-29,19.351601,22.020800,18.684299,20.018900,3.419882,1423652
2001-11-30,19.351601,19.351601,18.684299,18.684299,3.191888,112394
2001-12-03,null,null,null,null,null,null
2001-12-04,18.684299,18.684299,18.684299,18.684299,3.191888,374645
2001-12-05,17.349701,20.018900,17.349701,18.684299,3.191888,1273794
2001-12-06,18.684299,18.684299,16.682400,16.682400,2.849899,0
2001-12-07,19.351601,19.351601,17.349701,17.349701,2.963895,0
2001-12-10,19.351601,19.351601,14.680500,14.680500,2.507909,0
2001-12-11,19.351601,19.351601,14.680500,14.680500,2.507909,0
2001-12-12,19.351601,19.351601,16.015200,16.015200,2.735919,0
2001-12-13,19.351601,20.018900,19.351601,20.018900,3.419882,112394
2001-12-14,null,null,null,null,null,null
2001-12-17,null,null,null,null,null,null
2001-12-18,null,null,null,null,null,null
2001-12-19,21.353500,21.353500,16.015200,16.015200,2.735919,0
2001-12-20,20.018900,20.018900,15.347800,15.347800,2.621905,0
2001-12-21,20.018900,20.018900,16.682400,16.682400,2.849899,0
2001-12-24,null,null,null,null,null,null
2001-12-25,null,null,null,null,null,null
2001-12-26,21.353500,21.353500,14.013300,14.013300,2.393929,0
2001-12-27,20.018900,20.018900,14.013300,14.013300,2.393929,0
2001-12-28,19.351601,19.351601,14.013300,14.013300,2.393929,0
2001-12-31,null,null,null,null,null,null
2002-01-01,null,null,null,null,null,null
2002-01-02,20.018900,20.018900,14.013300,14.013300,2.393929,0
2002-01-03,null,null,null,null,null,null
2002-01-04,16.015200,16.015200,16.015200,16.015200,2.735919,37465
2002-01-07,18.684299,18.684299,13.346000,13.346000,2.279932,0
2002-01-08,20.018900,20.018900,14.013300,14.013300,2.393929,0
2002-01-09,20.018900,20.018900,13.346000,13.346000,2.279932,0
2002-01-10,20.018900,20.018900,14.013300,14.013300,2.393929,0
2002-01-11,18.684299,18.684299,14.013300,14.013300,2.393929,0
2002-01-14,18.684299,18.684299,11.344100,11.344100,1.937943,0
2002-01-15,18.684299,18.684299,11.344100,11.344100,1.937943,0
2002-01-16,18.684299,18.684299,12.011400,12.011400,2.051939,0
2002-01-17,18.684299,18.684299,13.346000,13.346000,2.279932,0
2002-01-18,18.684299,18.684299,12.678700,12.678700,2.165936,0
2002-01-21,18.684299,18.684299,11.344100,11.344100,1.937943,0
2002-01-22,13.346000,15.347800,13.346000,15.347800,2.621905,112394
